branch	commit	date	author	parent_count	is_merge	topic	subject	first_parent	changed_files	additions	deletions	binary_files	top_subsystems	top_components	feature_cluster	classification_source	recommended_disposition	decision_rationale
niffler	bace51a100d47798ecee8b06e58a5761070f3e8b	2026-06-07T19:26:16+08:00	ryfineZ	1	no	other	refactor(core): 完善 Niffler 核心影子结构	c6ac945a5a8bd31ce5df7ccc2829423ac252985e	11	1499	9	0	data_storage:4,documentation:3,delivery_operations:3,gateway_other:1	crates/aether-data:3,docs:3,scripts:3,apps/aether-gateway:1,crates/aether-data-contracts:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	6100af83599514d2e38b8c6f2b9658c9cd51c9c2	2026-06-07T23:04:24+08:00	ryfineZ	1	no	other	feat(admin): 完善 Niffler 核心只读对账	bace51a100d47798ecee8b06e58a5761070f3e8b	8	781	76	0	data_storage:4,frontend_product:2,gateway_other:1,documentation:1	crates/aether-data:3,apps/aether-gateway:1,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	admin_frontend_experience	subject_rule	KEEP_REBASE	在上游新版页面与分页接口上重放 Niffler 管理体验
niffler	b85e1aaf3f82c8604e633b8db9fcc1a0da3e8c5f	2026-06-07T23:43:32+08:00	ryfineZ	1	no	other	fix(data): 同步 Niffler 核心迁移校验	6100af83599514d2e38b8c6f2b9658c9cd51c9c2	15	2491	16	0	data_storage:10,usage_observability:2,stream_execution:1,provider_protocol:1,documentation:1	crates/aether-data:10,apps/aether-gateway:2,crates/aether-admin:1,crates/aether-provider-transport:1,docs:1	data_schema_storage	subject_rule	KEEP_REBASE	保留已上线数据语义，迁入上游分层数据架构
niffler	cbcf25e7e1dcff85710e0f20b56d64a29da1c90d	2026-06-07T23:58:01+08:00	ryfineZ	1	no	other	test(gateway): stabilize quota countdown snapshot test	b85e1aaf3f82c8604e633b8db9fcc1a0da3e8c5f	1	5	3	0	gateway_other:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	9c8184a3495589652455f238bea9f410726c6395	2026-06-08T00:51:24+08:00	ryfineZ	1	no	auth_security	fix(oauth): 移除内置 Google 客户端凭据	cbcf25e7e1dcff85710e0f20b56d64a29da1c90d	17	765	240	0	provider_protocol:6,routing_scheduler:5,auth_security:4,tests:1,documentation:1	apps/aether-gateway:14,crates/aether-oauth:1,crates/aether-provider-transport:1,docs:1	provider_oauth_import	subject_rule	KEEP_REBASE	保留外部格式兼容，转换到上游最新凭证契约
niffler	ad5961fd669129977e052d6e9e3856aff60f084f	2026-06-08T01:15:07+08:00	ryfineZ	1	no	provider_protocol	test(gateway): 更新 Codex 生图提示断言	9c8184a3495589652455f238bea9f410726c6395	1	11	3	0	tests:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	69101f78056a86e59c333f6a06cf4177167d292e	2026-06-08T01:33:59+08:00	ryfineZ	1	no	other	test(gateway): 更新本地执行失败文案断言	ad5961fd669129977e052d6e9e3856aff60f084f	1	1	1	0	tests:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	36d75efb198940aa3751ea5c10de7662b2bbd8d9	2026-06-08T02:04:29+08:00	ryfineZ	1	no	other	test(gateway): 同步本地测试断言	69101f78056a86e59c333f6a06cf4177167d292e	2	3	3	0	tests:2	apps/aether-gateway:2	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	8f3ca14a45c49df7280c9000fa01c72c5943973b	2026-06-08T03:41:30+08:00	ryfineZ	1	no	other	feat(niffler): 新增上游接入写入入口	36d75efb198940aa3751ea5c10de7662b2bbd8d9	26	3547	18	0	data_storage:13,gateway_other:6,frontend_product:5,tests:1,documentation:1	crates/aether-data:10,apps/aether-gateway:9,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	7595792b93eb6339f67d383ba62f4329a94d39fa	2026-06-08T04:50:46+08:00	ryfineZ	1	no	other	feat(niffler): 新增产品策略写入入口	8f3ca14a45c49df7280c9000fa01c72c5943973b	15	2238	41	0	data_storage:7,gateway_other:4,frontend_product:2,tests:1,documentation:1	apps/aether-gateway:7,crates/aether-data:4,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	34c4da43f97c983067f758bc9dbcdf66f0e4574e	2026-06-08T05:37:06+08:00	ryfineZ	1	no	other	feat(niffler): 新增错误文案规则入口	7595792b93eb6339f67d383ba62f4329a94d39fa	15	1650	59	0	data_storage:7,gateway_other:4,frontend_product:2,tests:1,documentation:1	apps/aether-gateway:7,crates/aether-data:4,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	niffler_core_migration	subject_rule	SPLIT	保留错误文案规则和风险事件；移除没有执行器的暂停调度/禁用账号配置入口
niffler	724abcf1b85c26ff94c006d90519189b65d06220	2026-06-08T06:12:47+08:00	ryfineZ	1	no	other	fix(niffler): 读取核心管理写接口请求体	34c4da43f97c983067f758bc9dbcdf66f0e4574e	2	55	1	0	tests:1,gateway_other:1	apps/aether-gateway:2	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	c58bd6298d5f76a0068a1c91b99a8ae5a0c09cc4	2026-06-08T06:47:36+08:00	ryfineZ	1	no	other	feat(niffler): 简化上游接入服务配置	724abcf1b85c26ff94c006d90519189b65d06220	4	463	59	0	frontend_product:3,documentation:1	frontend/src/views:3,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	3872fd8e3350b412eff928cfcbc5dad1f8a09a9d	2026-06-08T07:18:35+08:00	ryfineZ	1	no	other	feat(niffler): 增加产品策略价格预览	c58bd6298d5f76a0068a1c91b99a8ae5a0c09cc4	4	309	4	0	billing_wallet:2,documentation:1,frontend_product:1	frontend/src/views:3,docs:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	7ec099bde1fe8074cd7beff9a2f175dfb195a704	2026-06-08T07:39:47+08:00	ryfineZ	1	no	other	feat(niffler): 优化上游账号登记体验	3872fd8e3350b412eff928cfcbc5dad1f8a09a9d	4	137	1	0	frontend_product:3,documentation:1	frontend/src/views:3,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	d28b5778bb9e310b2a53d3959c56e409bf62c706	2026-06-08T08:16:53+08:00	ryfineZ	1	no	other	feat(niffler): 增加上游服务能力配置	7ec099bde1fe8074cd7beff9a2f175dfb195a704	15	802	44	0	data_storage:7,frontend_product:4,gateway_other:3,documentation:1	apps/aether-gateway:5,crates/aether-data:4,frontend/src/views:3,crates/aether-data-contracts:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	161c5803d2cd3d402da3ec0384bef13c7b6e0bc9	2026-06-08T08:38:04+08:00	ryfineZ	1	no	other	fix(niffler): 接入服务能力管理路由	d28b5778bb9e310b2a53d3959c56e409bf62c706	3	76	0	0	gateway_other:2,tests:1	apps/aether-gateway:3	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	87565e83a70a9497f054fd3c32ae11c19414db00	2026-06-08T09:22:05+08:00	ryfineZ	1	no	other	feat(niffler): 增加产品策略 Key 影子绑定	161c5803d2cd3d402da3ec0384bef13c7b6e0bc9	19	1278	55	0	data_storage:7,gateway_other:5,auth_security:3,frontend_product:2,tests:1	apps/aether-gateway:8,crates/aether-data:7,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	1e7a49e910575c9c4c96113f38b80345a3a65a0e	2026-06-08T10:11:40+08:00	ryfineZ	1	no	other	feat(niffler): 增加运行时灰度影子开关	87565e83a70a9497f054fd3c32ae11c19414db00	23	1812	36	0	data_storage:14,gateway_other:5,frontend_product:2,tests:1,documentation:1	crates/aether-data:11,apps/aether-gateway:8,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	b7fa7bd62d04db02454b776dd6783889a4c26cbe	2026-06-08T10:23:56+08:00	ryfineZ	1	no	other	test(data): 更新 Niffler 迁移版本期望	1e7a49e910575c9c4c96113f38b80345a3a65a0e	1	7	1	0	data_storage:1	crates/aether-data:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	895bb220bc0122b0ec917a67f0e23f33bc93f65b	2026-06-08T10:37:57+08:00	ryfineZ	1	no	other	test(gateway): 等待视频候选记录写入	b7fa7bd62d04db02454b776dd6783889a4c26cbe	1	22	8	0	provider_protocol:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	f37b0a32cd4715b8ad88998c99e56965ebf14c62	2026-06-08T11:17:46+08:00	ryfineZ	1	no	other	feat(niffler): 增加灰度决策预览	895bb220bc0122b0ec917a67f0e23f33bc93f65b	6	414	2	0	gateway_other:2,frontend_product:2,tests:1,documentation:1	apps/aether-gateway:3,docs:1,frontend/src/api:1,frontend/src/views:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	33b4899602870e05b174f0b520302984c9e22f65	2026-06-08T11:33:17+08:00	ryfineZ	1	no	provider_protocol	test(gateway): 等待 OpenAI 视频候选记录写入	f37b0a32cd4715b8ad88998c99e56965ebf14c62	1	29	15	0	provider_protocol:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	ceb19de51ab9cae9a1c3e69056bc974a07389747	2026-06-08T11:46:49+08:00	ryfineZ	1	no	provider_protocol	test(gateway): 等待 Gemini 视频候选记录写入	33b4899602870e05b174f0b520302984c9e22f65	1	20	5	0	provider_protocol:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	f43e762f38921035cbd26a4ceca31887ba5256c8	2026-06-08T12:56:12+08:00	ryfineZ	1	no	other	feat(niffler): 增加预占和返利对账	ceb19de51ab9cae9a1c3e69056bc974a07389747	15	1725	81	0	data_storage:7,gateway_other:4,frontend_product:2,tests:1,documentation:1	apps/aether-gateway:7,crates/aether-data:4,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	18708dddce08ac9027d92c6187a89ec63f367837	2026-06-08T13:47:07+08:00	ryfineZ	1	no	other	feat(niffler): 增加灰度路由影子记录	f43e762f38921035cbd26a4ceca31887ba5256c8	16	879	112	0	data_storage:7,gateway_other:5,runtime_performance:2,usage_observability:1,documentation:1	apps/aether-gateway:10,crates/aether-data:4,crates/aether-data-contracts:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	a31bd83def4a7e341bb00baee1575702631cca1e	2026-06-08T14:49:38+08:00	ryfineZ	1	no	other	feat(niffler): 增加影子路由对账	18708dddce08ac9027d92c6187a89ec63f367837	26	1002	81	0	data_storage:18,gateway_other:4,frontend_product:2,tests:1,documentation:1	crates/aether-data:15,apps/aether-gateway:7,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	771d20a8ff30caac091ba8867bc603269b869d15	2026-06-08T15:06:00+08:00	ryfineZ	1	no	other	test(data): 同步影子路由迁移版本	a31bd83def4a7e341bb00baee1575702631cca1e	1	9	1	0	data_storage:1	crates/aether-data:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	baf7a6aca040069599e6eb23cb49f024a7752e8b	2026-06-08T16:12:37+08:00	ryfineZ	1	no	other	feat(niffler): 增加结算快照影子对账	771d20a8ff30caac091ba8867bc603269b869d15	16	1741	139	0	data_storage:7,gateway_other:4,frontend_product:2,tests:1,usage_observability:1	apps/aether-gateway:8,crates/aether-data:4,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	18d5833b10a274743918e8d2007b817f8f1cd7dd	2026-06-08T17:25:53+08:00	ryfineZ	1	no	other	feat(niffler): 增加预占干跑对账	baf7a6aca040069599e6eb23cb49f024a7752e8b	24	1673	52	0	data_storage:15,gateway_other:4,frontend_product:2,tests:1,usage_observability:1	crates/aether-data:12,apps/aether-gateway:8,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	c486efdf8e35e9441929ebfb5cc70c87ab547b4d	2026-06-08T18:55:41+08:00	ryfineZ	1	no	other	feat(niffler): 接入真实预占最小闭环	18d5833b10a274743918e8d2007b817f8f1cd7dd	25	2330	88	0	gateway_other:13,data_storage:8,auth_security:2,usage_observability:1,documentation:1	apps/aether-gateway:19,crates/aether-data:4,crates/aether-data-contracts:1,docs:1	billing_plans_wallet_payments	subject_rule	SPLIT	删除请求前真实金额预占行为；保留已执行迁移、历史记录和清理能力
niffler	d42d4a17d1a5f1238c9701dc8bb156674c348743	2026-06-08T19:56:27+08:00	ryfineZ	1	no	other	feat(niffler): 灰度接入错误返回规则	c486efdf8e35e9441929ebfb5cc70c87ab547b4d	16	1383	131	0	data_storage:7,gateway_other:6,stream_execution:1,documentation:1,frontend_product:1	apps/aether-gateway:9,crates/aether-data:4,crates/aether-data-contracts:1,docs:1,frontend/src/views:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	37cb7f1ed89f574b2a5db37cf9bc3d7ff6b0aab3	2026-06-08T20:07:51+08:00	ryfineZ	1	no	other	fix(niffler): 修复错误返回接入 Clippy	d42d4a17d1a5f1238c9701dc8bb156674c348743	1	2	2	0	gateway_other:1	apps/aether-gateway:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	c262e433b56676a9335f902fb6d5bf5d32ab3dab	2026-06-08T20:54:47+08:00	ryfineZ	1	no	other	feat(niffler): 写入返利影子流水	37cb7f1ed89f574b2a5db37cf9bc3d7ff6b0aab3	10	647	130	0	data_storage:7,gateway_other:2,documentation:1	apps/aether-gateway:4,crates/aether-data:4,crates/aether-data-contracts:1,docs:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	845aece45decef34224eeab9703243615e1b30ef	2026-06-08T22:02:26+08:00	ryfineZ	1	no	other	feat(niffler): 接入返利流水发放闭环	c262e433b56676a9335f902fb6d5bf5d32ab3dab	8	1429	47	0	gateway_other:3,frontend_product:2,tests:1,data_storage:1,documentation:1	apps/aether-gateway:5,docs:1,frontend/src/api:1,frontend/src/views:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	180c936a73fa7e54ecb026b55025b4fb66d341f2	2026-06-08T23:18:30+08:00	ryfineZ	1	no	other	feat(niffler): 扩大灰度并新增一致性看板	845aece45decef34224eeab9703243615e1b30ef	24	1536	83	0	data_storage:11,gateway_other:5,billing_wallet:3,frontend_product:2,tests:1	crates/aether-data:11,apps/aether-gateway:9,crates/aether-data-contracts:1,docs:1,frontend/src/api:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	3f4199d376afd90737502c6ce5f4f5f23053de01	2026-06-08T23:29:05+08:00	ryfineZ	1	no	delivery_operations	fix(niffler): 修复一致性看板 CI	180c936a73fa7e54ecb026b55025b4fb66d341f2	4	79	51	0	data_storage:4	crates/aether-data:4	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	e94f8e6def341474f1c801892fbd054fd0fef4a3	2026-06-08T23:55:03+08:00	ryfineZ	1	no	other	docs(niffler): 细化旧逻辑下线计划	3f4199d376afd90737502c6ce5f4f5f23053de01	1	34	0	0	documentation:1	docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	9a6876ed9b5472fe5e88e04a4f87a8176927d078	2026-06-09T00:17:39+08:00	ryfineZ	1	no	other	feat(niffler): add legacy dependency audit	e94f8e6def341474f1c801892fbd054fd0fef4a3	6	888	1	0	gateway_other:2,frontend_product:2,tests:1,documentation:1	apps/aether-gateway:3,docs:1,frontend/src/api:1,frontend/src/views:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	1ea2e9fac552c14c87e4aedba220a39a687bea1e	2026-06-09T01:13:41+08:00	ryfineZ	1	no	other	feat(niffler): freeze migrated legacy writes	9a6876ed9b5472fe5e88e04a4f87a8176927d078	33	513	12	0	provider_protocol:19,gateway_other:6,data_storage:5,auth_security:1,documentation:1	apps/aether-gateway:27,crates/aether-data:3,crates/aether-data-contracts:1,docs:1,frontend/src/views:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	1e75c9e57492744e3fb23dca8dbc566422781208	2026-06-09T02:29:23+08:00	ryfineZ	1	no	other	feat(niffler): 切换运行时权威读源	1ea2e9fac552c14c87e4aedba220a39a687bea1e	17	1660	162	0	data_storage:7,gateway_other:4,runtime_performance:2,auth_security:2,routing_scheduler:1	apps/aether-gateway:11,crates/aether-data:4,crates/aether-data-contracts:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	558b664e3cea6ee1794b730f79c413657326de5b	2026-06-09T02:40:23+08:00	ryfineZ	1	no	other	fix(niffler): 修复运行时鉴权 Clippy	1e75c9e57492744e3fb23dca8dbc566422781208	1	2	2	0	auth_security:1	apps/aether-gateway:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	98dd39f8edc27a9792cb55c571b3243734878a1c	2026-06-09T03:48:26+08:00	ryfineZ	1	no	other	feat(niffler): 旧接口只读投影	558b664e3cea6ee1794b730f79c413657326de5b	22	1185	105	0	provider_protocol:8,frontend_product:6,gateway_other:4,auth_security:3,documentation:1	apps/aether-gateway:12,frontend/src/features:4,frontend/src/api:3,frontend/src/views:2,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	6ff6f19e7c387d3f50f8176b0b2c2e715e0607fa	2026-06-09T03:56:08+08:00	ryfineZ	1	no	other	fix(niffler): 修复旧接口投影 Clippy	98dd39f8edc27a9792cb55c571b3243734878a1c	3	3	3	0	provider_protocol:3	apps/aether-gateway:3	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	75eead30bfa776ae6350e49d7e02d9be8789a1db	2026-06-09T05:08:17+08:00	ryfineZ	1	no	other	feat(niffler): add stability observation snapshots	6ff6f19e7c387d3f50f8176b0b2c2e715e0607fa	29	1934	80	0	data_storage:16,gateway_other:11,tests:1,documentation:1	apps/aether-gateway:15,crates/aether-data:12,crates/aether-data-contracts:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	cf0839501c80766b0d19c00bc74afebbc78bd9a6	2026-06-09T05:14:23+08:00	ryfineZ	1	no	other	test(niffler): include stability observation migration	75eead30bfa776ae6350e49d7e02d9be8789a1db	1	2	0	0	data_storage:1	crates/aether-data:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	b6f73132206a91a43245a3e6d34832a9c3a0471e	2026-06-09T05:21:59+08:00	ryfineZ	1	no	other	test(niffler): fix stability observation migration checks	cf0839501c80766b0d19c00bc74afebbc78bd9a6	2	17	2	0	data_storage:2	crates/aether-data:2	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	4a9f6f80c94c06ae4a24ab32a0e486652de7b160	2026-06-09T06:12:07+08:00	ryfineZ	1	no	stream_execution	fix(niffler): count real unknown upstream attempts	b6f73132206a91a43245a3e6d34832a9c3a0471e	12	360	54	0	data_storage:6,usage_observability:3,gateway_other:1,tests:1,documentation:1	apps/aether-gateway:5,crates/aether-data:4,crates/aether-admin:1,crates/aether-data-contracts:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	85aa380b23b2c83e3bd79e3b85810542a4a09a94	2026-06-09T06:46:04+08:00	ryfineZ	1	no	other	feat(niffler): 展示稳定观察阻断原因	4a9f6f80c94c06ae4a24ab32a0e486652de7b160	3	319	4	0	frontend_product:2,documentation:1	docs:1,frontend/src/api:1,frontend/src/views:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	c647df0b5824f04c7f973275de23797d3020df63	2026-06-09T07:19:11+08:00	ryfineZ	1	no	other	feat(niffler): 记录回滚演练证据	85aa380b23b2c83e3bd79e3b85810542a4a09a94	8	594	16	0	gateway_other:3,documentation:2,frontend_product:2,tests:1	apps/aether-gateway:4,docs:2,frontend/src/api:1,frontend/src/views:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	7cc22f6ceb524efb4296c2f26db21a92a34586fa	2026-06-09T07:39:50+08:00	ryfineZ	1	no	other	feat(niffler): 展示稳定期进度	c647df0b5824f04c7f973275de23797d3020df63	3	77	5	0	documentation:2,frontend_product:1	docs:2,frontend/src/views:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	7f20da469ab56377c8b65fc9d2f477d803d93492	2026-06-09T07:59:33+08:00	ryfineZ	1	no	other	fix(niffler): 收紧稳定观察放行条件	7cc22f6ceb524efb4296c2f26db21a92a34586fa	3	47	12	0	documentation:2,frontend_product:1	docs:2,frontend/src/views:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	a418ab008450200d59071f44e3c36e17748263fb	2026-06-09T08:19:54+08:00	ryfineZ	1	no	delivery_operations	ci: 使用 Node 24 版官方 actions	7f20da469ab56377c8b65fc9d2f477d803d93492	6	22	19	0	delivery_operations:4,documentation:2	.github:4,docs:2	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	1ba7f86356ab19d8210bbb2f68406c6da69f1c1c	2026-06-09T08:38:41+08:00	ryfineZ	1	no	other	test(niffler): 覆盖回滚演练证据校验	a418ab008450200d59071f44e3c36e17748263fb	3	94	1	0	documentation:2,gateway_other:1	docs:2,apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	2ed5c7f8e50801dc168a6b720168ce595e604a0f	2026-06-09T08:59:06+08:00	ryfineZ	1	no	other	test(niffler): 覆盖稳定期门禁判断	1ba7f86356ab19d8210bbb2f68406c6da69f1c1c	4	253	92	0	frontend_product:3,documentation:1	frontend/src/views:3,docs:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	92b73b9a8d465fdd2e10ba9bf69923717792ab9e	2026-06-09T09:18:14+08:00	ryfineZ	1	no	other	fix(niffler): 保留稳定观察全部阻断原因	2ed5c7f8e50801dc168a6b720168ce595e604a0f	3	48	0	0	documentation:2,gateway_other:1	docs:2,apps/aether-gateway:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	3525866c15a90f03b20eae0bb23394ffcd344802	2026-06-09T09:34:51+08:00	ryfineZ	1	no	other	chore(niffler): 记录稳定观察阻断代码	92b73b9a8d465fdd2e10ba9bf69923717792ab9e	2	2	0	0	gateway_other:1,documentation:1	apps/aether-gateway:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	6403ddf0605bae129328f9126c5f66f179178d6f	2026-06-09T10:07:04+08:00	ryfineZ	1	no	other	fix(niffler): 按窗口统计稳定观察异常	3525866c15a90f03b20eae0bb23394ffcd344802	11	300	2	0	gateway_other:4,data_storage:4,documentation:2,usage_observability:1	apps/aether-gateway:5,crates/aether-data:3,docs:2,crates/aether-data-contracts:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	1108f753f3800e519bc1e5718e43833d0bdafac1	2026-06-09T10:33:03+08:00	ryfineZ	1	no	other	fix(niffler): 降低日统计补跑数据库压力	6403ddf0605bae129328f9126c5f66f179178d6f	5	49	6	0	gateway_other:2,documentation:2,data_storage:1	apps/aether-gateway:2,docs:2,crates/aether-data:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	d6cbcbd0dc8294cab927b31ae6a3a459218c0d6e	2026-06-09T11:03:48+08:00	ryfineZ	1	no	other	fix(niffler): 排除进行中的 readiness 待结算记录	1108f753f3800e519bc1e5718e43833d0bdafac1	2	98	11	0	gateway_other:1,documentation:1	apps/aether-gateway:1,docs:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	1fe361b21abfc9563ec97a212c97ed166629e642	2026-06-09T11:31:21+08:00	ryfineZ	1	no	provider_protocol	fix(niffler): 阻止分组保存停用 Provider	d6cbcbd0dc8294cab927b31ae6a3a459218c0d6e	5	243	5	0	frontend_product:2,gateway_other:1,tests:1,documentation:1	apps/aether-gateway:2,frontend/src/features:2,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	536d1ceac3e5b36224afabf4ae0fc0188f5b7dd4	2026-06-09T11:50:28+08:00	ryfineZ	1	no	other	fix(niffler): 忽略本地并发拦截 readiness 异常	1fe361b21abfc9563ec97a212c97ed166629e642	2	21	9	0	gateway_other:1,documentation:1	apps/aether-gateway:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
